posting_year,country,region,industry,seniority_level,risk_category,avg_salary_usd,median_salary_usd,avg_ai_intensity,avg_automation_risk,avg_displacement_risk,job_count,pct_ai_mentioned,unique_job_titles
2013,Pakistan,South Asia,Tech,Mid,LOW,,,,,,1,100.0,1
2013,Peru,South America,Education,Lead,LOW,,,0.17,,,1,0.0,1
2013,Peru,South America,Energy,Executive,LOW,,,0.02,,33974.0,1,0.0,1
2013,Peru,South America,Energy,Lead,HIGH,,,0.04,37849.0,0.62,1,0.0,1
2013,Peru,South America,Energy,Senior,LOW,,,0.13,,33463.0,1,0.0,1
2013,Peru,South America,Manufacturing,Junior,LOW,,,0.12,,-3.86,1,0.0,1
2013,Peru,South America,Retail,Mid,HIGH,,,0.1,38307.0,0.68,1,0.0,1
2013,Peru,South America,Tech,Senior,HIGH,,,0.04,38569.0,0.86,1,0.0,1
2013,Philippines,Southeast Asia,Agriculture,Executive,HIGH,,,0.15,29002.0,0.72,1,0.0,1
2013,Philippines,Southeast Asia,Agriculture,Executive,LOW,,,0.14,,30856.0,1,0.0,1
2013,Philippines,Southeast Asia,Agriculture,Senior,LOW,,,0.03,,,1,0.0,1
2013,Philippines,Southeast Asia,Education,Mid,HIGH,,,0.03,32186.0,0.74,1,0.0,1
2013,Philippines,Southeast Asia,Energy,Executive,HIGH,,,0.19,31585.0,0.79,1,0.0,1
2013,Philippines,Southeast Asia,Finance,Mid,LOW,,,0.81,,,1,100.0,1
2013,Philippines,Southeast Asia,Government,Junior,LOW,,,0.03,,33321.0,1,0.0,1
2013,Philippines,Southeast Asia,Healthcare,Mid,LOW,,,0.19,,32533.0,1,0.0,1
2013,Philippines,Southeast Asia,Manufacturing,Mid,LOW,0.6,0.6,,,,1,100.0,1
2013,Philippines,Southeast Asia,Retail,Executive,LOW,,,0.03,,4.96,1,0.0,1
2013,Philippines,Southeast Asia,Retail,Lead,HIGH,,,0.11,34700.0,0.84,1,0.0,1
2013,Poland,Europe,Agriculture,Mid,HIGH,,,0.16,55807.0,0.89,1,0.0,1
2013,Poland,Europe,Energy,Junior,LOW,,,0.1,,70338.0,2,0.0,2
2013,Poland,Europe,Energy,Mid,LOW,,,0.03,,,1,0.0,1
2013,Poland,Europe,Finance,Junior,LOW,,,0.11,,-0.14,1,0.0,1
2013,Poland,Europe,Healthcare,Intern,LOW,,,0.13,,,1,0.0,1
2013,Poland,Europe,Retail,Mid,LOW,,,0.18,,,1,0.0,1
2013,Poland,Europe,Tech,Senior,HIGH,,,0.12,72669.0,0.86,1,0.0,1
2013,Qatar,Middle East,Agriculture,Junior,LOW,,,0.095,,50739.0,2,0.0,2
2013,Qatar,Middle East,Education,Junior,HIGH,,,0.08,59641.0,0.77,1,0.0,1
2013,Qatar,Middle East,Finance,Junior,LOW,,,0.04,,53837.0,1,0.0,1
2013,Qatar,Middle East,Healthcare,Junior,LOW,,,0.2,,,1,0.0,1
2013,Saudi Arabia,Middle East,Agriculture,Junior,LOW,,,0.07,,-4.55,1,0.0,1
2013,Saudi Arabia,Middle East,Education,Lead,LOW,,,0.13,,47744.0,1,0.0,1
2013,Saudi Arabia,Middle East,Government,Intern,LOW,,,0.18,,54503.0,1,0.0,1
2013,Saudi Arabia,Middle East,Manufacturing,Intern,LOW,0.62,0.62,,,,1,100.0,1
2013,Saudi Arabia,Middle East,Manufacturing,Mid,HIGH,,,0.05,54787.0,0.65,1,0.0,1
2013,Saudi Arabia,Middle East,Tech,Senior,HIGH,,,0.15,61472.0,0.75,1,0.0,1
2013,Singapore,Southeast Asia,Education,Intern,LOW,,,,,,1,100.0,1
2013,Singapore,Southeast Asia,Energy,Executive,HIGH,,,0.16,32087.0,0.83,1,0.0,1
2013,Singapore,Southeast Asia,Finance,Intern,LOW,,,,,,1,100.0,1
2013,Singapore,Southeast Asia,Finance,Senior,HIGH,,,0.04,33594.0,0.83,1,0.0,1
2013,Singapore,Southeast Asia,Healthcare,Junior,LOW,,,0.01,,-4.74,1,0.0,1
2013,South Africa,Africa,Agriculture,Junior,LOW,,,0.19,,20302.0,1,0.0,1
2013,South Africa,Africa,Energy,Junior,HIGH,,,0.15,19546.0,0.62,1,0.0,1
2013,South Africa,Africa,Government,Executive,LOW,,,0.17,,-2.61,1,0.0,1
2013,South Africa,Africa,Government,Intern,LOW,,,0.03,,1.43,1,0.0,1
2013,South Africa,Africa,Healthcare,Senior,LOW,,,0.17,,2.59,1,0.0,1
2013,South Africa,Africa,Retail,Intern,LOW,,,0.01,,,1,0.0,1
2013,South Korea,East Asia,Finance,Intern,LOW,,,0.08,,-4.31,1,0.0,1
2013,South Korea,East Asia,Finance,Junior,HIGH,,,0.03,65559.0,0.72,1,0.0,1
2013,South Korea,East Asia,Finance,Senior,LOW,,,0.06,,,1,0.0,1
2013,South Korea,East Asia,Retail,Lead,LOW,,,0.05,,0.04,1,0.0,1
2013,Spain,Europe,Education,Junior,LOW,,,0.02,,2.93,1,0.0,1
2013,Spain,Europe,Finance,Junior,LOW,,,0.06,,68396.0,1,0.0,1
2013,Spain,Europe,Healthcare,Junior,LOW,,,0.06,,-4.01,1,0.0,1
2013,Sri Lanka,South Asia,Agriculture,Senior,HIGH,,,0.04,23591.0,0.81,1,0.0,1
2013,Sri Lanka,South Asia,Energy,Lead,HIGH,,,0.1,24758.0,0.65,1,0.0,1
2013,Sri Lanka,South Asia,Government,Executive,LOW,,,0.16,,3.87,1,0.0,1
2013,Sri Lanka,South Asia,Manufacturing,Junior,LOW,,,0.02,,24797.0,1,0.0,1
2013,Sri Lanka,South Asia,Retail,Intern,LOW,,,0.15,,-2.47,1,0.0,1
2013,Sri Lanka,South Asia,Tech,Executive,LOW,,,0.05,,,1,0.0,1
2013,Sweden,Europe,Education,Lead,HIGH,,,0.03,69792.0,0.63,1,0.0,1
2013,Sweden,Europe,Finance,Mid,LOW,,,0.17,,-0.14,1,0.0,1
2013,Sweden,Europe,Government,Lead,LOW,,,0.15,,,1,0.0,1
2013,Sweden,Europe,Healthcare,Junior,HIGH,,,0.01,56401.0,0.65,1,0.0,1
2013,Sweden,Europe,Manufacturing,Junior,HIGH,,,0.09,73658.0,0.64,1,0.0,1
2013,Sweden,Europe,Retail,Lead,HIGH,,,0.17,69026.0,0.6,1,0.0,1
2013,Taiwan,East Asia,Agriculture,Lead,LOW,,,0.01,,53715.0,1,0.0,1
2013,Taiwan,East Asia,Education,Executive,LOW,,,0.13,,-4.46,1,0.0,1
2013,Taiwan,East Asia,Education,Intern,LOW,,,,,,1,100.0,1
2013,Taiwan,East Asia,Education,Junior,LOW,,,0.11,,65116.0,1,0.0,1
2013,Taiwan,East Asia,Education,Lead,LOW,,,0.18,,53652.0,1,0.0,1
2013,Taiwan,East Asia,Manufacturing,Lead,LOW,,,0.19,,,1,0.0,1
2013,Taiwan,East Asia,Manufacturing,Mid,LOW,,,0.12,,-3.89,1,0.0,1
2013,Taiwan,East Asia,Retail,Senior,HIGH,,,0.11,54215.0,0.67,1,0.0,1
2013,Thailand,Southeast Asia,Agriculture,Senior,LOW,,,0.07,,,1,0.0,1
2013,Thailand,Southeast Asia,Energy,Senior,LOW,,,0.12,,,1,0.0,1
2013,Thailand,Southeast Asia,Finance,Junior,LOW,,,,,,1,100.0,1
2013,Thailand,Southeast Asia,Tech,Intern,LOW,,,0.13,,35943.0,1,0.0,1
2013,UAE,Middle East,Agriculture,Intern,LOW,,,0.05,,1.06,1,0.0,1
2013,UAE,Middle East,Agriculture,Senior,LOW,,,0.13,,,1,0.0,1
2013,UAE,Middle East,Energy,Mid,LOW,,,0.02,,61459.0,1,0.0,1
2013,UAE,Middle East,Finance,Lead,LOW,,,,,,1,100.0,1
2013,UAE,Middle East,Government,Executive,LOW,,,0.03,,-2.64,1,0.0,1
2013,UAE,Middle East,Healthcare,Junior,LOW,,,0.12,,58409.0,1,0.0,1
2013,UAE,Middle East,Manufacturing,Executive,HIGH,,,0.06,61439.0,0.9,1,0.0,1
2013,UAE,Middle East,Manufacturing,Lead,LOW,,,0.72,,,1,100.0,1
2013,UAE,Middle East,Manufacturing,Mid,HIGH,,,0.11,47308.0,0.61,1,0.0,1
2013,UAE,Middle East,Retail,Mid,LOW,,,0.08,,,1,0.0,1
2013,UAE,Middle East,Tech,Lead,LOW,,,0.2,,57703.0,1,0.0,1
2013,UAE,Middle East,Tech,Senior,LOW,,,0.11,,-3.53,1,0.0,1
2013,United Kingdom,Europe,Education,Intern,LOW,,,0.18,,1.87,1,0.0,1
2013,United Kingdom,Europe,Healthcare,Lead,HIGH,,,0.03,62946.0,0.7,1,0.0,1
2013,United Kingdom,Europe,Tech,Junior,HIGH,,,0.17,60491.0,0.69,1,0.0,1
2013,United States,North America,Agriculture,Senior,LOW,,,0.02,,,1,0.0,1
2013,United States,North America,Education,Intern,HIGH,,,0.01,77024.0,0.71,1,0.0,1
2013,United States,North America,Education,Mid,LOW,,,0.06,,1.04,1,0.0,1
2013,United States,North America,Education,Senior,LOW,,,0.09,,,1,0.0,1
2013,United States,North America,Energy,Intern,LOW,,,0.14,,-3.99,1,0.0,1
2013,United States,North America,Finance,Senior,LOW,,,0.03,,76027.0,1,0.0,1
2013,United States,North America,Healthcare,Intern,LOW,,,0.05,,73090.0,1,0.0,1
2013,United States,North America,Healthcare,Lead,LOW,,,0.12,,-0.41,1,0.0,1
2013,United States,North America,Manufacturing,Junior,HIGH,,,0.17,75063.0,0.62,1,0.0,1
2013,United States,North America,Manufacturing,Lead,LOW,,,0.08,,74382.0,1,0.0,1
2013,United States,North America,Retail,Intern,HIGH,,,0.07,81156.0,0.835,2,0.0,2
2013,United States,North America,Tech,Junior,LOW,0.93,0.93,0.14,,0.29,2,50.0,2
2013,Vietnam,Southeast Asia,Agriculture,Mid,LOW,,,0.16,,31806.0,1,0.0,1
2013,Vietnam,Southeast Asia,Government,Lead,LOW,,,0.14,,,1,0.0,1
2013,Vietnam,Southeast Asia,Retail,Executive,LOW,,,0.08,,33269.0,1,0.0,1
2013,Vietnam,Southeast Asia,Retail,Intern,LOW,,,0.13,,-0.15,1,0.0,1
2014,Argentina,South America,Agriculture,Senior,HIGH,,,0.05,40479.0,0.76,1,0.0,1
2014,Argentina,South America,Finance,Lead,LOW,,,0.14,,34574.0,1,0.0,1
2014,Argentina,South America,Government,Executive,LOW,,,0.13,,,1,0.0,1
2014,Argentina,South America,Government,Intern,HIGH,,,0.05,38496.0,0.66,1,0.0,1
2014,Argentina,South America,Healthcare,Senior,LOW,,,0.2,,34482.0,1,0.0,1
2014,Argentina,South America,Manufacturing,Intern,LOW,,,,,,1,100.0,1
2014,Argentina,South America,Manufacturing,Lead,LOW,,,0.01,,40476.0,1,0.0,1
2014,Argentina,South America,Tech,Lead,LOW,0.57,0.57,,,,1,100.0,1
2014,Australia,Oceania,Agriculture,Lead,LOW,,,0.07,,77314.0,1,0.0,1
2014,Australia,Oceania,Education,Intern,LOW,,,0.06,,,1,0.0,1
2014,Australia,Oceania,Education,Junior,LOW,,,0.15,,2.8,1,0.0,1
2014,Australia,Oceania,Energy,Junior,LOW,,,0.15,,69426.0,1,0.0,1
2014,Australia,Oceania,Government,Intern,LOW,,,,,,1,100.0,1
2014,Australia,Oceania,Healthcare,Junior,LOW,0.5,0.5,,,,1,100.0,1
2014,Australia,Oceania,Manufacturing,Executive,LOW,,,0.07,,3.16,1,0.0,1
2014,Australia,Oceania,Manufacturing,Mid,LOW,,,0.11,,-4.73,2,0.0,2
2014,Australia,Oceania,Manufacturing,Senior,LOW,,,0.01,,,1,0.0,1
2014,Australia,Oceania,Retail,Intern,LOW,,,0.11,,,1,0.0,1
2014,Australia,Oceania,Retail,Senior,HIGH,,,0.11,68514.0,0.7,1,0.0,1
2014,Australia,Oceania,Tech,Mid,LOW,,,0.16,,,2,0.0,2
2014,Bangladesh,South Asia,Agriculture,Executive,LOW,,,0.02,,,1,0.0,1
2014,Bangladesh,South Asia,Agriculture,Lead,LOW,,,0.02,,22661.0,1,0.0,1
2014,Bangladesh,South Asia,Education,Lead,LOW,,,0.01,,20340.0,1,0.0,1
2014,Bangladesh,South Asia,Energy,Executive,LOW,,,0.06,,,1,0.0,1
2014,Bangladesh,South Asia,Retail,Senior,LOW,,,0.14,,,1,0.0,1
2014,Bangladesh,South Asia,Tech,Senior,LOW,,,0.11,,,2,50.0,2
2014,Brazil,South America,Finance,Intern,LOW,,,0.01,,,1,0.0,1
2014,Brazil,South America,Finance,Lead,LOW,,,,,,1,100.0,1
2014,Brazil,South America,Government,Mid,LOW,,,0.18,,,1,0.0,1
2014,Brazil,South America,Healthcare,Intern,LOW,,,0.64,,53628.0,1,100.0,1
2014,Brazil,South America,Tech,Executive,LOW,,,0.0,,,1,0.0,1
2014,Brazil,South America,Tech,Lead,LOW,,,0.16,,38816.0,1,0.0,1
2014,Canada,North America,Agriculture,Executive,LOW,,,0.05,,,1,0.0,1
2014,Canada,North America,Education,Intern,LOW,,,0.0,,,1,0.0,1
2014,Canada,North America,Energy,Intern,LOW,,,,,,1,100.0,1
2014,Canada,North America,Energy,Lead,LOW,0.8,0.8,,,,1,100.0,1
2014,Canada,North America,Energy,Mid,LOW,,,0.2,,78447.0,1,0.0,1
2014,Canada,North America,Energy,Senior,LOW,,,0.19,,,1,0.0,1
2014,Canada,North America,Finance,Executive,HIGH,,,0.16,80679.0,0.81,1,0.0,1
2014,Canada,North America,Finance,Intern,LOW,0.72,0.72,,,,1,100.0,1
2014,Canada,North America,Finance,Senior,LOW,,,0.08,,72294.0,1,0.0,1
2014,Canada,North America,Government,Executive,LOW,,,0.14,,-3.88,1,0.0,1
2014,Canada,North America,Government,Junior,LOW,,,0.17,,77583.0,1,0.0,1
2014,Canada,North America,Government,Lead,LOW,,,0.12,,,1,0.0,1
2014,Canada,North America,Healthcare,Lead,LOW,,,,,,1,100.0,1
2014,Canada,North America,Retail,Senior,LOW,,,0.08,,75432.0,1,0.0,1
2014,Canada,North America,Tech,Intern,LOW,,,,,,1,100.0,1
2014,Canada,North America,Tech,Mid,LOW,,,0.13,,-1.42,1,0.0,1
2014,Canada,North America,Tech,Senior,LOW,0.55,0.55,,,,1,100.0,1
2014,Chile,South America,Agriculture,Intern,HIGH,,,0.19,39969.0,0.77,1,0.0,1
2014,Chile,South America,Agriculture,Lead,LOW,,,0.73,,53506.0,1,100.0,1
2014,Chile,South America,Finance,Junior,HIGH,,,0.09,39885.0,0.67,1,0.0,1
2014,Chile,South America,Finance,Mid,LOW,0.45,0.45,,,,1,100.0,1
2014,Chile,South America,Government,Mid,LOW,,,0.14,,,1,0.0,1
2014,Chile,South America,Healthcare,Mid,HIGH,,,0.01,40761.0,0.89,1,0.0,1
2014,Chile,South America,Manufacturing,Junior,LOW,,,0.05,,,1,0.0,1
2014,Chile,South America,Tech,Executive,LOW,,,0.14,,,1,0.0,1
2014,Chile,South America,Tech,Senior,LOW,,,,,,1,100.0,1
2014,China,East Asia,Agriculture,Intern,LOW,,,0.05,,-4.47,1,0.0,1
2014,China,East Asia,Agriculture,Mid,HIGH,,,0.19,55199.0,0.73,1,0.0,1
2014,China,East Asia,Education,Intern,HIGH,,,0.07,66874.0,0.75,1,0.0,1
2014,China,East Asia,Education,Lead,HIGH,,,0.02,54476.0,0.8,1,0.0,1
2014,China,East Asia,Education,Senior,LOW,0.67,0.67,,,,2,100.0,2
2014,China,East Asia,Government,Mid,LOW,,,0.19,,69628.0,1,0.0,1
2014,Colombia,South America,Agriculture,Lead,LOW,0.59,0.59,,,,1,100.0,1
2014,Colombia,South America,Education,Intern,LOW,,,0.13,,4.92,1,0.0,1
2014,Colombia,South America,Education,Senior,HIGH,,,0.11,39647.0,0.86,1,0.0,1
2014,Colombia,South America,Energy,Executive,LOW,,,0.09,,42304.0,1,0.0,1
2014,Colombia,South America,Finance,Lead,HIGH,,,0.17,38968.0,0.69,1,0.0,1
2014,Colombia,South America,Finance,Mid,LOW,,,0.12,,,1,0.0,1
2014,Colombia,South America,Government,Intern,LOW,,,0.08,,2.36,1,0.0,1
2014,Colombia,South America,Retail,Executive,LOW,0.88,0.88,,,,1,100.0,1
2014,Colombia,South America,Retail,Senior,HIGH,,,0.07,36650.0,0.86,1,0.0,1
2014,Colombia,South America,Retail,Senior,LOW,,,0.14,,40376.0,1,0.0,1
2014,Colombia,South America,Tech,Intern,LOW,,,0.1,,43509.0,1,0.0,1
2014,Colombia,South America,Tech,Lead,LOW,,,0.16,,,1,0.0,1
2014,Egypt,Africa,Agriculture,Executive,LOW,,,0.2,,0.58,1,0.0,1
2014,Egypt,Africa,Energy,Mid,LOW,,,0.1,,17634.0,1,0.0,1
2014,Egypt,Africa,Healthcare,Junior,LOW,,,0.01,,,1,0.0,1
2014,Egypt,Africa,Tech,Intern,LOW,,,0.08,,,1,0.0,1
2014,France,Europe,Agriculture,Junior,LOW,,,0.03,,,1,0.0,1
2014,France,Europe,Manufacturing,Executive,HIGH,,,0.02,65293.0,0.62,1,0.0,1
2014,France,Europe,Manufacturing,Intern,HIGH,,,0.05,70040.0,0.63,1,0.0,1
2014,Germany,Europe,Finance,Intern,LOW,,,0.06,,,1,0.0,1
2014,Ghana,Africa,Agriculture,Executive,HIGH,,,0.14,23172.0,0.77,1,0.0,1
2014,Ghana,Africa,Agriculture,Intern,LOW,,,0.08,,,1,0.0,1
2014,Ghana,Africa,Manufacturing,Executive,LOW,,,0.07,,-3.95,1,0.0,1
2014,Ghana,Africa,Retail,Executive,LOW,0.71,0.71,,,,1,100.0,1
2014,Ghana,Africa,Tech,Senior,LOW,,,,,,1,100.0,1
2014,India,South Asia,Agriculture,Intern,LOW,,,0.09,,1.24,1,0.0,1
2014,India,South Asia,Education,Junior,LOW,,,0.0,,-4.47,1,0.0,1
2014,India,South Asia,Finance,Executive,LOW,,,0.19,,-4.44,1,0.0,1
2014,India,South Asia,Finance,Lead,LOW,,,,,35628.0,1,100.0,1
2014,India,South Asia,Retail,Junior,LOW,,,0.12,,,1,0.0,1
2014,Indonesia,Southeast Asia,Education,Lead,LOW,,,,,49619.0,1,100.0,1
2014,Israel,Middle East,Agriculture,Senior,LOW,,,0.09,,53938.0,1,0.0,1
2014,Israel,Middle East,Education,Junior,LOW,,,,,,1,100.0,1
2014,Israel,Middle East,Education,Lead,LOW,,,,,,1,100.0,1
2014,Israel,Middle East,Healthcare,Junior,HIGH,,,0.19,57349.0,0.6,1,0.0,1
2014,Israel,Middle East,Healthcare,Senior,LOW,,,0.12,,0.23,1,0.0,1
2014,Israel,Middle East,Manufacturing,Executive,LOW,,,0.1,,-0.02,1,0.0,1
2014,Israel,Middle East,Manufacturing,Junior,LOW,,,0.1,,-2.67,1,0.0,1
2014,Israel,Middle East,Retail,Mid,LOW,,,0.14,,57327.0,1,0.0,1
2014,Israel,Middle East,Tech,Junior,LOW,,,0.07,,56511.0,1,0.0,1
2014,Italy,Europe,Agriculture,Lead,LOW,,,0.07,,70943.0,1,0.0,1
2014,Italy,Europe,Education,Executive,HIGH,,,0.13,74855.0,0.66,1,0.0,1
2014,Italy,Europe,Energy,Junior,HIGH,,,0.11,60306.0,0.76,1,0.0,1
2014,Italy,Europe,Energy,Lead,HIGH,,,0.08,76154.0,0.77,1,0.0,1
2014,Italy,Europe,Manufacturing,Intern,LOW,,,0.08,,-2.56,1,0.0,1
2014,Italy,Europe,Tech,Executive,LOW,0.65,0.65,,,,1,100.0,1
2014,Italy,Europe,Tech,Senior,LOW,0.93,0.93,,,,1,100.0,1
2014,Japan,East Asia,Education,Lead,HIGH,,,0.03,65954.0,0.63,1,0.0,1
2014,Japan,East Asia,Finance,Executive,LOW,,,,,,1,100.0,1
2014,Japan,East Asia,Finance,Lead,LOW,,,0.11,,3.05,1,0.0,1
2014,Japan,East Asia,Government,Intern,LOW,,,0.03,,,1,0.0,1
2014,Japan,East Asia,Retail,Intern,LOW,,,0.07,,59829.0,1,0.0,1
2014,Japan,East Asia,Tech,Executive,LOW,,,0.02,,-1.33,1,0.0,1
2014,Jordan,Middle East,Education,Junior,LOW,,,0.05,,47734.0,2,0.0,2
2014,Jordan,Middle East,Energy,Intern,HIGH,,,0.18,58089.0,0.73,1,0.0,1
2014,Jordan,Middle East,Healthcare,Mid,LOW,,,0.16,,58661.0,1,0.0,1
2014,Jordan,Middle East,Retail,Lead,LOW,,,0.14,,,1,0.0,1
2014,Jordan,Middle East,Tech,Junior,LOW,,,0.04,,56009.0,1,0.0,1
2014,Kenya,Africa,Agriculture,Mid,LOW,,,0.1,,19640.0,1,0.0,1
2014,Kenya,Africa,Education,Lead,LOW,,,0.14,,-0.85,1,0.0,1
2014,Kenya,Africa,Finance,Lead,LOW,,,0.03,,,1,0.0,1
2014,Kenya,Africa,Finance,Mid,LOW,,,,,29983.0,1,100.0,1
2014,Kenya,Africa,Finance,Senior,LOW,0.69,0.69,,,,1,100.0,1
2014,Kenya,Africa,Government,Intern,LOW,,,0.09,,20184.0,1,0.0,1
2014,Kenya,Africa,Tech,Intern,LOW,,,,,,1,100.0,1
2014,Malaysia,Southeast Asia,Agriculture,Lead,LOW,,,,,,1,100.0,1
2014,Malaysia,Southeast Asia,Finance,Junior,HIGH,,,0.15,28731.0,0.62,1,0.0,1
2014,Malaysia,Southeast Asia,Finance,Junior,LOW,,,0.18,,4.85,1,0.0,1
2014,Malaysia,Southeast Asia,Healthcare,Lead,HIGH,,,0.16,35590.0,0.79,1,0.0,1
2014,Malaysia,Southeast Asia,Healthcare,Mid,LOW,,,0.19,,38460.0,1,0.0,1
2014,Malaysia,Southeast Asia,Retail,Executive,HIGH,,,0.82,42932.0,0.35,1,100.0,1
2014,Mexico,North America,Education,Lead,HIGH,,,0.14,73238.0,0.8,1,0.0,1
2014,Mexico,North America,Energy,Lead,LOW,,,0.01,,,1,0.0,1
2014,Mexico,North America,Energy,Senior,LOW,,,0.12,,82380.0,1,0.0,1
2014,Mexico,North America,Healthcare,Junior,LOW,,,0.12,,-4.98,1,0.0,1
2014,Mexico,North America,Healthcare,Lead,HIGH,,,0.02,82793.0,0.74,1,0.0,1
2014,Mexico,North America,Manufacturing,Mid,HIGH,,,0.07,78921.0,0.7,2,0.0,2
2014,Mexico,North America,Manufacturing,Mid,LOW,,,,,94019.0,1,100.0,1
2014,Mexico,North America,Retail,Executive,LOW,,,0.12,,-3.17,1,0.0,1
2014,Mexico,North America,Tech,Intern,HIGH,,,0.18,82462.0,0.87,1,0.0,1
2014,Morocco,Africa,Agriculture,Junior,LOW,,,0.16,,22157.0,1,0.0,1
2014,Morocco,Africa,Agriculture,Lead,LOW,,,0.06,,4.1,1,0.0,1
2014,Morocco,Africa,Agriculture,Mid,LOW,,,0.04,,4.69,1,0.0,1
2014,Morocco,Africa,Finance,Junior,LOW,,,0.88,,3.01,1,100.0,1
2014,Morocco,Africa,Manufacturing,Lead,LOW,,,0.13,,,1,0.0,1
2014,Nepal,South Asia,Agriculture,Junior,LOW,,,0.05,,24761.0,1,0.0,1
2014,Nepal,South Asia,Agriculture,Lead,LOW,,,0.01,,-0.59,1,0.0,1
2014,Nepal,South Asia,Energy,Junior,LOW,,,,,,1,100.0,1
2014,Nepal,South Asia,Finance,Lead,LOW,,,0.13,,,1,0.0,1
2014,Nepal,South Asia,Finance,Senior,HIGH,,,0.19,25489.0,0.76,1,0.0,1
2014,Nepal,South Asia,Government,Mid,LOW,,,,,27335.0,1,100.0,1
2014,Nepal,South Asia,Healthcare,Executive,HIGH,,,0.01,25210.0,0.78,1,0.0,1
2014,Nepal,South Asia,Healthcare,Lead,LOW,,,0.14,,19711.0,1,0.0,1
2014,Nepal,South Asia,Manufacturing,Intern,LOW,,,0.16,,,1,0.0,1
2014,Nepal,South Asia,Manufacturing,Junior,LOW,,,0.07,,25582.0,1,0.0,1
2014,Nepal,South Asia,Retail,Executive,HIGH,,,0.0,24903.0,0.71,1,0.0,1
2014,Netherlands,Europe,Education,Mid,LOW,,,0.19,,-4.96,1,0.0,1
2014,Netherlands,Europe,Healthcare,Executive,LOW,,,0.19,,3.37,1,0.0,1
2014,Netherlands,Europe,Tech,Lead,LOW,,,0.43,,,1,100.0,1
2014,New Zealand,Oceania,Agriculture,Intern,LOW,,,0.03,,3.68,1,0.0,1
2014,New Zealand,Oceania,Agriculture,Mid,LOW,,,0.16,,0.235,2,0.0,2
2014,New Zealand,Oceania,Education,Lead,HIGH,,,0.01,77948.0,0.69,1,0.0,1
2014,New Zealand,Oceania,Energy,Intern,HIGH,,,0.2,75550.0,0.71,1,0.0,1
2014,New Zealand,Oceania,Energy,Mid,LOW,,,,,,1,100.0,1
2014,New Zealand,Oceania,Energy,Senior,LOW,,,0.09,,0.86,1,0.0,1
2014,New Zealand,Oceania,Finance,Executive,HIGH,,,0.02,68615.0,0.78,1,0.0,1
2014,New Zealand,Oceania,Finance,Intern,LOW,0.51,0.51,,,,1,100.0,1
2014,New Zealand,Oceania,Government,Executive,LOW,,,0.08,,,1,0.0,1
2014,New Zealand,Oceania,Government,Intern,LOW,,,0.18,,-0.05,1,0.0,1
2014,New Zealand,Oceania,Government,Junior,HIGH,,,0.12,79992.0,0.79,1,0.0,1
2014,New Zealand,Oceania,Government,Lead,LOW,,,0.06,,-0.69,1,0.0,1
2014,New Zealand,Oceania,Healthcare,Junior,LOW,,,0.07,,38028.26,2,0.0,2
2014,New Zealand,Oceania,Manufacturing,Senior,LOW,,,0.06,,,1,0.0,1
2014,New Zealand,Oceania,Retail,Executive,HIGH,,,0.06,76206.0,0.71,1,0.0,1
2014,New Zealand,Oceania,Tech,Executive,HIGH,,,0.04,80772.0,0.89,1,0.0,1
2014,New Zealand,Oceania,Tech,Executive,LOW,,,0.04,,,1,0.0,1
2014,New Zealand,Oceania,Tech,Intern,LOW,,,0.03,,83189.0,1,0.0,1
2014,New Zealand,Oceania,Tech,Senior,LOW,0.88,0.88,,,,1,100.0,1
2014,Nigeria,Africa,Agriculture,Junior,LOW,,,0.16,,21289.0,1,0.0,1
2014,Nigeria,Africa,Education,Intern,HIGH,,,0.17,20101.0,0.65,1,0.0,1
2014,Nigeria,Africa,Finance,Senior,LOW,,,0.02,,,1,0.0,1
2014,Nigeria,Africa,Healthcare,Lead,LOW,,,0.1,,,1,0.0,1
2014,Nigeria,Africa,Healthcare,Senior,LOW,,,0.11,,-2.77,1,0.0,1
2014,Nigeria,Africa,Manufacturing,Lead,LOW,,,0.16,,17617.0,1,0.0,1
2014,Nigeria,Africa,Manufacturing,Mid,LOW,,,0.0,,-4.34,1,0.0,1
2014,Pakistan,South Asia,Education,Junior,LOW,,,0.1,,,1,0.0,1
2014,Pakistan,South Asia,Education,Lead,LOW,,,0.17,,-4.19,1,0.0,1
2014,Pakistan,South Asia,Finance,Junior,LOW,,,0.03,,,1,0.0,1
2014,Pakistan,South Asia,Finance,Lead,HIGH,,,0.11,19744.0,0.67,1,0.0,1
2014,Pakistan,South Asia,Tech,Executive,LOW,,,0.13,,28074.0,2,50.0,2
2014,Pakistan,South Asia,Tech,Mid,LOW,,,,,30432.0,1,100.0,1
2014,Peru,South America,Agriculture,Intern,LOW,,,0.02,,38243.0,1,0.0,1
2014,Peru,South America,Energy,Senior,LOW,,,0.15,,,1,0.0,1
2014,Peru,South America,Healthcare,Executive,LOW,,,0.03,,39525.0,1,0.0,1
2014,Peru,South America,Manufacturing,Intern,LOW,,,0.19,,3.28,1,0.0,1
2014,Peru,South America,Manufacturing,Lead,HIGH,,,0.12,44373.0,0.65,1,0.0,1
2014,Peru,South America,Tech,Lead,LOW,,,0.17,,,1,0.0,1
2014,Philippines,Southeast Asia,Finance,Lead,LOW,,,0.15,,-0.67,1,0.0,1
2014,Philippines,Southeast Asia,Government,Intern,HIGH,,,0.04,35020.0,0.74,1,0.0,1
